Barcelona/283.2.0.18.61 (iPhone10,2; iOS 12_4_2; en_BD; en; scale=2.00; 750x1334; 451367207) AppleWebKit/420+
Barcelona/213.3.0.18.61 (iPhone12,3; iOS 12_3_1; en_PK; en; scale=2.00; 828x1792; 557688190) AppleWebKit/420+
Barcelona/212.4.0.18.61 (iPhone7,4; iOS 16_1; en_AF; en; scale=2.00; 750x1334; 412944454) AppleWebKit/420+
Barcelona/257.2.0.18.61 (iPhone7,2; iOS 15_6; en_BD; en; scale=2.00; 750x1334; 48628143) AppleWebKit/420+
Barcelona/283.7.0.18.61 (iPhone10,7; iOS 16_3_1; en_AF; en; scale=2.00; 750x1334; 451367207) AppleWebKit/420+
Barcelona/288.6.0.18.61 (iPhone12,6; iOS 16_1_1; ru_RU; en; scale=2.00; 828x1792; 441741211) AppleWebKit/420+
Barcelona/210.1.0.18.61 (iPhone9,1; iOS 10_2; en_BD; en; scale=2.00; 750x1334; 592280365) AppleWebKit/420+
Barcelona/214.2.0.18.61 (iPhone5,2; iOS 8_0_2; en_PK; en; scale=2.00; 640x1136; 55941161) AppleWebKit/420+
Barcelona/201.2.0.18.61 (iPhone10,2; iOS 12_4_5; en_ID; en; scale=2.00; 750x1334; 456926058) AppleWebKit/420+
Barcelona/289.7.0.18.61 (iPhone5,7; iOS 17_0_1; en_BD; en; scale=2.00; 640x1136; 556764124) AppleWebKit/420+
Barcelona/240.7.0.18.61 (iPhone7,7; iOS 12_4_8; en_AF; en; scale=2.00; 750x1334; 59232369) AppleWebKit/420+
Barcelona/240.5.0.18.61 (iPhone7,5; iOS 9_0_2; ru_RU; en; scale=2.00; 750x1334; 528859636) AppleWebKit/420+
Barcelona/208.4.0.18.61 (iPhone10,4; iOS 16_5; en_GB; en; scale=2.00; 750x1334; 464757565) AppleWebKit/420+
Barcelona/208.7.0.18.61 (iPhone10,7; iOS 15_4; en_PK; en; scale=2.00; 750x1334; 436289152) AppleWebKit/420+
Barcelona/216.3.0.18.61 (iPhone7,3; iOS 12_0; en_US; en; scale=2.00; 750x1334; 530745906) AppleWebKit/420+
Barcelona/284.7.0.18.61 (iPhone12,7; iOS 10_0_1; en_GB; en; scale=2.00; 828x1792; 556764124) AppleWebKit/420+
Barcelona/255.1.0.18.61 (iPhone9,1; iOS 8_1_1; th_TH; en; scale=2.00; 750x1334; 466169273) AppleWebKit/420+
Barcelona/237.8.0.18.61 (iPhone7,8; iOS 9_3_5; en_IN; en; scale=2.00; 750x1334; 425325211) AppleWebKit/420+
Barcelona/215.8.0.18.61 (iPhone9,8; iOS 11_2_6; en_IN; en; scale=2.00; 750x1334; 458113781) AppleWebKit/420+
Barcelona/216.6.0.18.61 (iPhone7,6; iOS 15_1_1; it_IT; en; scale=2.00; 750x1334; 592807627) AppleWebKit/420+
Barcelona/229.4.0.18.61 (iPhone9,4; iOS 12_3; en_AF; en; scale=2.00; 750x1334; 490729331) AppleWebKit/420+
Barcelona/280.8.0.18.61 (iPhone7,8; iOS 8_0; en_GB; en; scale=2.00; 750x1334; 593200359) AppleWebKit/420+
Barcelona/205.9.0.18.61 (iPhone10,9; iOS 12_5_5; en_US; en; scale=2.00; 750x1334; 410077179) AppleWebKit/420+
Barcelona/269.1.0.18.61 (iPhone12,1; iOS 13_4; en_AF; en; scale=2.00; 828x1792; 573095041) AppleWebKit/420+
Barcelona/235.1.0.18.61 (iPhone5,1; iOS 9_3_3; de_DE; en; scale=2.00; 640x1136; 559222151) AppleWebKit/420+
Barcelona/295.1.0.18.61 (iPhone7,1; iOS 16_6; en_US; en; scale=2.00; 750x1334; 461396611) AppleWebKit/420+
Barcelona/277.6.0.18.61 (iPhone7,6; iOS 15_5; en_BD; en; scale=2.00; 750x1334; 427032901) AppleWebKit/420+
Barcelona/233.2.0.18.61 (iPhone5,2; iOS 13_2_3; en_ID; en; scale=2.00; 640x1136; 441741211) AppleWebKit/420+
Barcelona/226.3.0.18.61 (iPhone5,3; iOS 11_4; en_IN; en; scale=2.00; 640x1136; 458138198) AppleWebKit/420+
Barcelona/222.2.0.18.61 (iPhone12,2; iOS 15_0; en_US; en; scale=2.00; 828x1792; 436079168) AppleWebKit/420+
Barcelona/225.6.0.18.61 (iPhone7,6; iOS 16_0_3; th_TH; en; scale=2.00; 750x1334; 537545559) AppleWebKit/420+
Barcelona/250.2.0.18.61 (iPhone9,2; iOS 9_0; en_AF; en; scale=2.00; 750x1334; 439065340) AppleWebKit/420+
Barcelona/200.3.0.18.61 (iPhone5,3; iOS 9_0_2; en_PK; en; scale=2.00; 640x1136; 59232369) AppleWebKit/420+
Barcelona/202.1.0.18.61 (iPhone5,1; iOS 14_2_1; de_DE; en; scale=2.00; 640x1136; 439065340) AppleWebKit/420+
Barcelona/291.7.0.18.61 (iPhone9,7; iOS 8_0_1; en_AF; en; scale=2.00; 750x1334; 557688190) AppleWebKit/420+
Barcelona/290.9.0.18.61 (iPhone10,9; iOS 13_0; th_TH; en; scale=2.00; 750x1334; 527235363) AppleWebKit/420+
Barcelona/267.2.0.18.61 (iPhone9,2; iOS 13_6_1; en_IN; en; scale=2.00; 750x1334; 4183843) AppleWebKit/420+
Barcelona/225.7.0.18.61 (iPhone5,7; iOS 10_1; en_IN; en; scale=2.00; 640x1136; 537545559) AppleWebKit/420+
Barcelona/233.2.0.18.61 (iPhone5,2; iOS 7_0_5; en_PK; en; scale=2.00; 640x1136; 48628143) AppleWebKit/420+
Barcelona/255.8.0.18.61 (iPhone10,8; iOS 9_0_1; ru_RU; en; scale=2.00; 750x1334; 454014197) AppleWebKit/420+
Barcelona/294.8.0.18.61 (iPhone5,8; iOS 12_5_6; en_IN; en; scale=2.00; 640x1136; 43271193) AppleWebKit/420+
Barcelona/200.4.0.18.61 (iPhone7,4; iOS 12_4_7; en_GB; en; scale=2.00; 750x1334; 589640870) AppleWebKit/420+
Barcelona/237.5.0.18.61 (iPhone9,5; iOS 9_3_6; de_DE; en; scale=2.00; 750x1334; 593200359) AppleWebKit/420+
Barcelona/285.5.0.18.61 (iPhone5,5; iOS 12_1_1; en_ID; en; scale=2.00; 640x1136; 527235363) AppleWebKit/420+
Barcelona/282.1.0.18.61 (iPhone10,1; iOS 12_4_8; en_BD; en; scale=2.00; 750x1334; 538939019) AppleWebKit/420+
Barcelona/289.5.0.18.61 (iPhone10,5; iOS 13_3_1; de_DE; en; scale=2.00; 750x1334; 472314904) AppleWebKit/420+
Barcelona/271.6.0.18.61 (iPhone12,6; iOS 16_3; de_DE; en; scale=2.00; 828x1792; 593200359) AppleWebKit/420+
Barcelona/260.8.0.18.61 (iPhone5,8; iOS 11_2_2; en_BD; en; scale=2.00; 640x1136; 596316756) AppleWebKit/420+
Barcelona/210.4.0.18.61 (iPhone9,4; iOS 13_0; en_US; en; scale=2.00; 750x1334; 468140572) AppleWebKit/420+
Barcelona/264.7.0.18.61 (iPhone7,7; iOS 12_4_6; de_DE; en; scale=2.00; 750x1334; 485160637) AppleWebKit/420+
Barcelona/287.3.0.18.61 (iPhone12,3; iOS 11_0_2; th_TH; en; scale=2.00; 828x1792; 410077179) AppleWebKit/420+
Barcelona/297.5.0.18.61 (iPhone7,5; iOS 11_2_1; en_GB; en; scale=2.00; 750x1334; 59232369) AppleWebKit/420+
Barcelona/253.4.0.18.61 (iPhone5,4; iOS 14_1; en_US; en; scale=2.00; 640x1136; 59232369) AppleWebKit/420+
Barcelona/286.7.0.18.61 (iPhone10,7; iOS 12_0; th_TH; en; scale=2.00; 750x1334; 43271193) AppleWebKit/420+
Barcelona/200.2.0.18.61 (iPhone10,2; iOS 12_3_1; en_IN; en; scale=2.00; 750x1334; 496680716) AppleWebKit/420+
Barcelona/286.1.0.18.61 (iPhone7,1; iOS 12_4_3; en_ID; en; scale=2.00; 750x1334; 517742720) AppleWebKit/420+
Barcelona/281.6.0.18.61 (iPhone10,6; iOS 14_3; de_DE; en; scale=2.00; 750x1334; 527235363) AppleWebKit/420+
Barcelona/281.2.0.18.61 (iPhone7,2; iOS 14_3; ru_RU; en; scale=2.00; 750x1334; 595878028) AppleWebKit/420+
Barcelona/241.7.0.18.61 (iPhone7,7; iOS 16_3_1; it_IT; en; scale=2.00; 750x1334; 572957268) AppleWebKit/420+
Barcelona/295.2.0.18.61 (iPhone7,2; iOS 15_4; en_PK; en; scale=2.00; 750x1334; 44874193) AppleWebKit/420+
Barcelona/239.9.0.18.61 (iPhone5,9; iOS 10_0_1; it_IT; en; scale=2.00; 640x1136; 522303323) AppleWebKit/420+
Barcelona/265.6.0.18.61 (iPhone9,6; iOS 10_3_3; it_IT; en; scale=2.00; 750x1334; 593153608) AppleWebKit/420+
Barcelona/287.5.0.18.61 (iPhone5,5; iOS 9_3_2; th_TH; en; scale=2.00; 640x1136; 514344384) AppleWebKit/420+
Barcelona/249.5.0.18.61 (iPhone9,5; iOS 12_4_3; en_AF; en; scale=2.00; 750x1334; 488574471) AppleWebKit/420+
Barcelona/218.1.0.18.61 (iPhone10,1; iOS 12_3; ru_RU; en; scale=2.00; 750x1334; 594034127) AppleWebKit/420+
Barcelona/287.5.0.18.61 (iPhone12,5; iOS 17_0_3; en_ID; en; scale=2.00; 828x1792; 59232369) AppleWebKit/420+
Barcelona/204.8.0.18.61 (iPhone7,8; iOS 11_2_1; en_GB; en; scale=2.00; 750x1334; 44874193) AppleWebKit/420+
Barcelona/264.1.0.18.61 (iPhone7,1; iOS 17_0_3; de_DE; en; scale=2.00; 750x1334; 538939019) AppleWebKit/420+
Barcelona/243.6.0.18.61 (iPhone9,6; iOS 12_5_6; ru_RU; en; scale=2.00; 750x1334; 425325211) AppleWebKit/420+
Barcelona/298.1.0.18.61 (iPhone10,1; iOS 7_0_2; de_DE; en; scale=2.00; 750x1334; 527235363) AppleWebKit/420+
Barcelona/288.2.0.18.61 (iPhone7,2; iOS 15_4_1; de_DE; en; scale=2.00; 750x1334; 457268795) AppleWebKit/420+
Barcelona/212.1.0.18.61 (iPhone12,1; iOS 14_5_1; ru_RU; en; scale=2.00; 828x1792; 595878028) AppleWebKit/420+
Barcelona/243.9.0.18.61 (iPhone12,9; iOS 13_4; it_IT; en; scale=2.00; 828x1792; 55941161) AppleWebKit/420+
Barcelona/224.2.0.18.61 (iPhone12,2; iOS 14_0_1; en_ID; en; scale=2.00; 828x1792; 543017003) AppleWebKit/420+
Barcelona/274.2.0.18.61 (iPhone12,2; iOS 16_2; en_IN; en; scale=2.00; 828x1792; 595878028) AppleWebKit/420+
Barcelona/275.8.0.18.61 (iPhone10,8; iOS 16_1; en_BD; en; scale=2.00; 750x1334; 490729331) AppleWebKit/420+
Barcelona/233.9.0.18.61 (iPhone9,9; iOS 8_0_2; th_TH; en; scale=2.00; 750x1334; 458113781) AppleWebKit/420+
Barcelona/290.3.0.18.61 (iPhone10,3; iOS 15_6_1; en_PK; en; scale=2.00; 750x1334; 466021415) AppleWebKit/420+
Barcelona/218.9.0.18.61 (iPhone10,9; iOS 13_0; de_DE; en; scale=2.00; 750x1334; 493070840) AppleWebKit/420+
Barcelona/238.8.0.18.61 (iPhone9,8; iOS 8_1_1; en_AF; en; scale=2.00; 750x1334; 439946439) AppleWebKit/420+
Barcelona/272.3.0.18.61 (iPhone10,3; iOS 11_4; en_ID; en; scale=2.00; 750x1334; 499964990) AppleWebKit/420+
Barcelona/298.6.0.18.61 (iPhone9,6; iOS 8_3; en_PK; en; scale=2.00; 750x1334; 571972734) AppleWebKit/420+
Barcelona/206.6.0.18.61 (iPhone9,6; iOS 17_0; en_IN; en; scale=2.00; 750x1334; 469486797) AppleWebKit/420+
Barcelona/223.6.0.18.61 (iPhone10,6; iOS 14_3; it_IT; en; scale=2.00; 750x1334; 598410521) AppleWebKit/420+
Barcelona/283.2.0.18.61 (iPhone9,2; iOS 10_0_2; en_US; en; scale=2.00; 750x1334; 44874193) AppleWebKit/420+
Barcelona/211.3.0.18.61 (iPhone12,3; iOS 15_4; en_BD; en; scale=2.00; 828x1792; 572957268) AppleWebKit/420+
Barcelona/273.5.0.18.61 (iPhone9,5; iOS 12_4_5; en_BD; en; scale=2.00; 750x1334; 572957268) AppleWebKit/420+
Barcelona/260.8.0.18.61 (iPhone12,8; iOS 9_1; en_BD; en; scale=2.00; 828x1792; 468140572) AppleWebKit/420+
Barcelona/209.4.0.18.61 (iPhone10,4; iOS 16_6_1; de_DE; en; scale=2.00; 750x1334; 433233827) AppleWebKit/420+
Barcelona/253.9.0.18.61 (iPhone12,9; iOS 8_4_1; ru_RU; en; scale=2.00; 828x1792; 468988771) AppleWebKit/420+
Barcelona/222.1.0.18.61 (iPhone10,1; iOS 16_4_1; en_IN; en; scale=2.00; 750x1334; 531598589) AppleWebKit/420+
Barcelona/258.1.0.18.61 (iPhone5,1; iOS 16_6_1; en_ID; en; scale=2.00; 640x1136; 410077179) AppleWebKit/420+
Barcelona/280.2.0.18.61 (iPhone7,2; iOS 17_0_3; it_IT; en; scale=2.00; 750x1334; 594034127) AppleWebKit/420+
Barcelona/237.9.0.18.61 (iPhone12,9; iOS 11_1_1; en_PK; en; scale=2.00; 828x1792; 559115888) AppleWebKit/420+
Barcelona/215.7.0.18.61 (iPhone7,7; iOS 12_1_4; en_AF; en; scale=2.00; 750x1334; 531598589) AppleWebKit/420+
Barcelona/220.7.0.18.61 (iPhone10,7; iOS 17_0_3; ru_RU; en; scale=2.00; 750x1334; 461396611) AppleWebKit/420+
Barcelona/228.1.0.18.61 (iPhone9,1; iOS 8_1_1; en_IN; en; scale=2.00; 750x1334; 596316756) AppleWebKit/420+
Barcelona/287.7.0.18.61 (iPhone7,7; iOS 8_1; en_BD; en; scale=2.00; 750x1334; 458113781) AppleWebKit/420+
Barcelona/272.1.0.18.61 (iPhone10,1; iOS 14_3; en_GB; en; scale=2.00; 750x1334; 568884681) AppleWebKit/420+
Barcelona/295.3.0.18.61 (iPhone9,3; iOS 16_1_2; en_AF; en; scale=2.00; 750x1334; 564088489) AppleWebKit/420+
Barcelona/226.7.0.18.61 (iPhone7,7; iOS 12_5_2; en_US; en; scale=2.00; 750x1334; 517392305) AppleWebKit/420+
Barcelona/214.9.0.18.61 (iPhone10,9; iOS 14_4_2; en_AF; en; scale=2.00; 750x1334; 441490813) AppleWebKit/420+
Barcelona/287.9.0.18.61 (iPhone12,9; iOS 15_6; de_DE; en; scale=2.00; 828x1792; 531569954) AppleWebKit/420+
Barcelona/242.7.0.18.61 (iPhone12,7; iOS 10_3_3; en_AF; en; scale=2.00; 828x1792; 461396611) AppleWebKit/420+
Barcelona/278.2.0.18.61 (iPhone7,2; iOS 9_3_1; en_GB; en; scale=2.00; 750x1334; 477008339) AppleWebKit/420+
Barcelona/244.9.0.18.61 (iPhone9,9; iOS 11_0_3; ru_RU; en; scale=2.00; 750x1334; 439946439) AppleWebKit/420+
Barcelona/257.3.0.18.61 (iPhone12,3; iOS 15_6_1; th_TH; en; scale=2.00; 828x1792; 464896079) AppleWebKit/420+
Barcelona/254.6.0.18.61 (iPhone9,6; iOS 15_5; th_TH; en; scale=2.00; 750x1334; 574510888) AppleWebKit/420+
Barcelona/203.4.0.18.61 (iPhone12,4; iOS 13_2_2; en_BD; en; scale=2.00; 828x1792; 526793458) AppleWebKit/420+
Barcelona/206.2.0.18.61 (iPhone5,2; iOS 9_3_3; en_IN; en; scale=2.00; 640x1136; 559222151) AppleWebKit/420+
Barcelona/247.8.0.18.61 (iPhone12,8; iOS 15_1_1; en_AF; en; scale=2.00; 828x1792; 431984975) AppleWebKit/420+
Barcelona/264.8.0.18.61 (iPhone10,8; iOS 11_4_1; de_DE; en; scale=2.00; 750x1334; 528859636) AppleWebKit/420+
Barcelona/280.5.0.18.61 (iPhone5,5; iOS 12_2; it_IT; en; scale=2.00; 640x1136; 564088489) AppleWebKit/420+
Barcelona/238.4.0.18.61 (iPhone10,4; iOS 14_6; th_TH; en; scale=2.00; 750x1334; 457268795) AppleWebKit/420+
Barcelona/235.6.0.18.61 (iPhone12,6; iOS 11_2; it_IT; en; scale=2.00; 828x1792; 519170554) AppleWebKit/420+
Barcelona/254.9.0.18.61 (iPhone7,9; iOS 15_0; th_TH; en; scale=2.00; 750x1334; 519170554) AppleWebKit/420+
Barcelona/287.5.0.18.61 (iPhone10,5; iOS 15_3_1; de_DE; en; scale=2.00; 750x1334; 596316756) AppleWebKit/420+
Barcelona/242.2.0.18.61 (iPhone9,2; iOS 10_0_2; ru_RU; en; scale=2.00; 750x1334; 54791728) AppleWebKit/420+
Barcelona/222.5.0.18.61 (iPhone12,5; iOS 16_3; en_ID; en; scale=2.00; 828x1792; 572957268) AppleWebKit/420+
Barcelona/226.9.0.18.61 (iPhone7,9; iOS 13_3; en_US; en; scale=2.00; 750x1334; 412944454) AppleWebKit/420+
Barcelona/210.3.0.18.61 (iPhone5,3; iOS 7_0_2; ru_RU; en; scale=2.00; 640x1136; 443288359) AppleWebKit/420+
Barcelona/224.1.0.18.61 (iPhone10,1; iOS 8_4; ru_RU; en; scale=2.00; 750x1334; 593153608) AppleWebKit/420+
Barcelona/266.3.0.18.61 (iPhone5,3; iOS 10_0_1; en_PK; en; scale=2.00; 640x1136; 464757565) AppleWebKit/420+
Barcelona/226.6.0.18.61 (iPhone9,6; iOS 7_0_2; en_PK; en; scale=2.00; 750x1334; 425325211) AppleWebKit/420+
Barcelona/293.2.0.18.61 (iPhone10,2; iOS 7_0_1; en_US; en; scale=2.00; 750x1334; 538939019) AppleWebKit/420+
Barcelona/235.7.0.18.61 (iPhone10,7; iOS 16_6_1; en_BD; en; scale=2.00; 750x1334; 595878028) AppleWebKit/420+
Barcelona/220.6.0.18.61 (iPhone12,6; iOS 11_4_1; en_IN; en; scale=2.00; 828x1792; 545450473) AppleWebKit/420+
Barcelona/251.2.0.18.61 (iPhone5,2; iOS 16_3; en_ID; en; scale=2.00; 640x1136; 477893209) AppleWebKit/420+
Barcelona/214.9.0.18.61 (iPhone5,9; iOS 14_4; ru_RU; en; scale=2.00; 640x1136; 526793458) AppleWebKit/420+
Barcelona/262.3.0.18.61 (iPhone5,3; iOS 8_1_3; ru_RU; en; scale=2.00; 640x1136; 410077179) AppleWebKit/420+
Barcelona/269.8.0.18.61 (iPhone12,8; iOS 13_6; en_BD; en; scale=2.00; 828x1792; 527235363) AppleWebKit/420+
Barcelona/221.2.0.18.61 (iPhone7,2; iOS 12_1; ru_RU; en; scale=2.00; 750x1334; 554327837) AppleWebKit/420+
Barcelona/233.3.0.18.61 (iPhone10,3; iOS 16_6; en_US; en; scale=2.00; 750x1334; 538939019) AppleWebKit/420+
Barcelona/290.8.0.18.61 (iPhone10,8; iOS 10_3_1; en_AF; en; scale=2.00; 750x1334; 55941161) AppleWebKit/420+
Barcelona/274.5.0.18.61 (iPhone5,5; iOS 16_0_2; it_IT; en; scale=2.00; 640x1136; 412944454) AppleWebKit/420+
Barcelona/234.8.0.18.61 (iPhone5,8; iOS 12_1_3; en_GB; en; scale=2.00; 640x1136; 559222151) AppleWebKit/420+
Barcelona/270.7.0.18.61 (iPhone9,7; iOS 8_0_1; en_PK; en; scale=2.00; 750x1334; 466893494) AppleWebKit/420+
Barcelona/200.2.0.18.61 (iPhone7,2; iOS 10_0_1; de_DE; en; scale=2.00; 750x1334; 543017003) AppleWebKit/420+
Barcelona/249.6.0.18.61 (iPhone10,6; iOS 8_3; en_PK; en; scale=2.00; 750x1334; 441490813) AppleWebKit/420+
Barcelona/239.3.0.18.61 (iPhone7,3; iOS 11_2_5; th_TH; en; scale=2.00; 750x1334; 523606519) AppleWebKit/420+
Barcelona/283.5.0.18.61 (iPhone9,5; iOS 15_2; en_US; en; scale=2.00; 750x1334; 466021415) AppleWebKit/420+
Barcelona/214.1.0.18.61 (iPhone9,1; iOS 8_0; th_TH; en; scale=2.00; 750x1334; 592280365) AppleWebKit/420+
Barcelona/236.7.0.18.61 (iPhone7,7; iOS 14_0_1; en_BD; en; scale=2.00; 750x1334; 468140572) AppleWebKit/420+
Barcelona/264.4.0.18.61 (iPhone10,4; iOS 8_0_1; en_PK; en; scale=2.00; 750x1334; 441741211) AppleWebKit/420+
Barcelona/224.7.0.18.61 (iPhone7,7; iOS 12_3; en_US; en; scale=2.00; 750x1334; 517392305) AppleWebKit/420+
Barcelona/283.9.0.18.61 (iPhone9,9; iOS 13_4; de_DE; en; scale=2.00; 750x1334; 499964990) AppleWebKit/420+
Barcelona/202.5.0.18.61 (iPhone5,5; iOS 14_5; en_BD; en; scale=2.00; 640x1136; 410077179) AppleWebKit/420+
Barcelona/206.9.0.18.61 (iPhone10,9; iOS 17_0; en_US; en; scale=2.00; 750x1334; 530745906) AppleWebKit/420+
Barcelona/233.9.0.18.61 (iPhone5,9; iOS 15_7; de_DE; en; scale=2.00; 640x1136; 554327837) AppleWebKit/420+
Barcelona/268.5.0.18.61 (iPhone12,5; iOS 14_7; ru_RU; en; scale=2.00; 828x1792; 487270233) AppleWebKit/420+
Barcelona/226.5.0.18.61 (iPhone7,5; iOS 7_1; ru_RU; en; scale=2.00; 750x1334; 431984975) AppleWebKit/420+
Barcelona/223.5.0.18.61 (iPhone7,5; iOS 14_4_2; ru_RU; en; scale=2.00; 750x1334; 517392305) AppleWebKit/420+
Barcelona/221.8.0.18.61 (iPhone12,8; iOS 11_0; de_DE; en; scale=2.00; 828x1792; 468140572) AppleWebKit/420+
Barcelona/256.7.0.18.61 (iPhone9,7; iOS 14_5; de_DE; en; scale=2.00; 750x1334; 543017003) AppleWebKit/420+
Barcelona/268.6.0.18.61 (iPhone5,6; iOS 13_3_1; en_BD; en; scale=2.00; 640x1136; 466169273) AppleWebKit/420+
Barcelona/215.9.0.18.61 (iPhone12,9; iOS 16_5; en_BD; en; scale=2.00; 828x1792; 490729331) AppleWebKit/420+
Barcelona/243.4.0.18.61 (iPhone7,4; iOS 12_4_6; en_BD; en; scale=2.00; 750x1334; 417553628) AppleWebKit/420+
Barcelona/229.5.0.18.61 (iPhone7,5; iOS 8_3; ru_RU; en; scale=2.00; 750x1334; 559115888) AppleWebKit/420+
Barcelona/263.4.0.18.61 (iPhone7,4; iOS 14_5; en_AF; en; scale=2.00; 750x1334; 537545559) AppleWebKit/420+
Barcelona/243.4.0.18.61 (iPhone9,4; iOS 8_4_1; en_AF; en; scale=2.00; 750x1334; 412944454) AppleWebKit/420+
Barcelona/243.3.0.18.61 (iPhone5,3; iOS 9_3_1; en_US; en; scale=2.00; 640x1136; 477893209) AppleWebKit/420+
Barcelona/293.2.0.18.61 (iPhone5,2; iOS 7_0_5; en_ID; en; scale=2.00; 640x1136; 571972734) AppleWebKit/420+
Barcelona/216.4.0.18.61 (iPhone7,4; iOS 16_3; ru_RU; en; scale=2.00; 750x1334; 4183843) AppleWebKit/420+
Barcelona/295.9.0.18.61 (iPhone12,9; iOS 15_0; en_PK; en; scale=2.00; 828x1792; 43271193) AppleWebKit/420+
Barcelona/208.9.0.18.61 (iPhone12,9; iOS 14_2_1; en_AF; en; scale=2.00; 828x1792; 594034127) AppleWebKit/420+
Barcelona/295.2.0.18.61 (iPhone9,2; iOS 14_0; en_IN; en; scale=2.00; 750x1334; 4183843) AppleWebKit/420+
Barcelona/284.2.0.18.61 (iPhone5,2; iOS 10_2; de_DE; en; scale=2.00; 640x1136; 593153608) AppleWebKit/420+
Barcelona/283.2.0.18.61 (iPhone10,2; iOS 15_3; en_US; en; scale=2.00; 750x1334; 514344384) AppleWebKit/420+
Barcelona/245.7.0.18.61 (iPhone7,7; iOS 15_2; en_GB; en; scale=2.00; 750x1334; 592280365) AppleWebKit/420+
Barcelona/204.7.0.18.61 (iPhone10,7; iOS 7_0; en_BD; en; scale=2.00; 750x1334; 592807627) AppleWebKit/420+
Barcelona/204.2.0.18.61 (iPhone12,2; iOS 14_4_2; it_IT; en; scale=2.00; 828x1792; 454329256) AppleWebKit/420+
Barcelona/275.9.0.18.61 (iPhone9,9; iOS 13_1_2; en_BD; en; scale=2.00; 750x1334; 425325211) AppleWebKit/420+
Barcelona/225.2.0.18.61 (iPhone12,2; iOS 9_0; ru_RU; en; scale=2.00; 828x1792; 464757565) AppleWebKit/420+
Barcelona/254.7.0.18.61 (iPhone10,7; iOS 12_5_4; en_US; en; scale=2.00; 750x1334; 557688190) AppleWebKit/420+
Barcelona/285.9.0.18.61 (iPhone12,9; iOS 9_1; en_BD; en; scale=2.00; 828x1792; 443288359) AppleWebKit/420+
Barcelona/265.6.0.18.61 (iPhone9,6; iOS 7_1; en_IN; en; scale=2.00; 750x1334; 519455425) AppleWebKit/420+
Barcelona/299.2.0.18.61 (iPhone10,2; iOS 15_3_1; en_PK; en; scale=2.00; 750x1334; 531569954) AppleWebKit/420+
Barcelona/262.3.0.18.61 (iPhone9,3; iOS 12_3_1; en_GB; en; scale=2.00; 750x1334; 441741211) AppleWebKit/420+
Barcelona/206.8.0.18.61 (iPhone5,8; iOS 8_3; en_BD; en; scale=2.00; 640x1136; 58517176) AppleWebKit/420+
Barcelona/245.3.0.18.61 (iPhone9,3; iOS 8_1_2; en_US; en; scale=2.00; 750x1334; 469486797) AppleWebKit/420+
Barcelona/287.3.0.18.61 (iPhone12,3; iOS 13_0; ru_RU; en; scale=2.00; 828x1792; 4183843) AppleWebKit/420+
Barcelona/251.2.0.18.61 (iPhone10,2; iOS 12_0; en_GB; en; scale=2.00; 750x1334; 537545559) AppleWebKit/420+
Barcelona/211.7.0.18.61 (iPhone9,7; iOS 13_3_1; en_PK; en; scale=2.00; 750x1334; 559115888) AppleWebKit/420+
Barcelona/255.9.0.18.61 (iPhone12,9; iOS 12_1_2; en_IN; en; scale=2.00; 828x1792; 443288359) AppleWebKit/420+
Barcelona/209.3.0.18.61 (iPhone10,3; iOS 16_0; ru_RU; en; scale=2.00; 750x1334; 537545559) AppleWebKit/420+
Barcelona/272.5.0.18.61 (iPhone10,5; iOS 13_2_2; en_ID; en; scale=2.00; 750x1334; 596316756) AppleWebKit/420+
Barcelona/264.5.0.18.61 (iPhone7,5; iOS 11_0_1; en_US; en; scale=2.00; 750x1334; 427032901) AppleWebKit/420+
Barcelona/205.6.0.18.61 (iPhone12,6; iOS 12_4_6; en_BD; en; scale=2.00; 828x1792; 592280365) AppleWebKit/420+
Barcelona/224.3.0.18.61 (iPhone7,3; iOS 15_6; it_IT; en; scale=2.00; 750x1334; 528859636) AppleWebKit/420+
Barcelona/270.9.0.18.61 (iPhone7,9; iOS 14_0_1; en_AF; en; scale=2.00; 750x1334; 425325211) AppleWebKit/420+
Barcelona/283.9.0.18.61 (iPhone12,9; iOS 12_4_2; en_US; en; scale=2.00; 828x1792; 457268795) AppleWebKit/420+
Barcelona/283.1.0.18.61 (iPhone7,1; iOS 10_0_3; en_ID; en; scale=2.00; 750x1334; 468140572) AppleWebKit/420+
Barcelona/221.3.0.18.61 (iPhone5,3; iOS 12_5_2; en_GB; en; scale=2.00; 640x1136; 593200359) AppleWebKit/420+
Barcelona/273.3.0.18.61 (iPhone10,3; iOS 7_0_5; th_TH; en; scale=2.00; 750x1334; 477008339) AppleWebKit/420+
Barcelona/227.2.0.18.61 (iPhone12,2; iOS 14_5_1; en_BD; en; scale=2.00; 828x1792; 412944454) AppleWebKit/420+
Barcelona/287.1.0.18.61 (iPhone9,1; iOS 9_3_3; ru_RU; en; scale=2.00; 750x1334; 572957268) AppleWebKit/420+
Barcelona/221.7.0.18.61 (iPhone5,7; iOS 10_3_1; en_BD; en; scale=2.00; 640x1136; 454329256) AppleWebKit/420+
Barcelona/232.3.0.18.61 (iPhone7,3; iOS 13_5; en_IN; en; scale=2.00; 750x1334; 545450473) AppleWebKit/420+
Barcelona/286.8.0.18.61 (iPhone7,8; iOS 10_3_1; de_DE; en; scale=2.00; 750x1334; 527235363) AppleWebKit/420+
